gender,city,state,job,category,amt,dia,mes,ano,hora,minuto,is_fraud
M,Perkins,OK,Regulatory affairs officer,health_fitness,23.5,5,12,2023,18,1,0.0
F,Gallatin,TN,"Accountant, chartered certified",kids_pets,7.89,12,1,2024,13,47,0.0
M,Carlsbad,NM,Nutritional therapist,misc_pos,7.14,12,7,2023,14,55,0.0
M,Dadeville,AL,Ranger/warden,food_dining,21.4,1,11,2023,13,46,0.0
F,Hawthorne,FL,Games developer,health_fitness,22.48,7,11,2023,16,59,0.0
F,Saint Louis,MO,Lawyer,health_fitness,33.68,2,11,2023,19,55,0.0
M,Island Park,NY,Radiation protection practitioner,food_dining,8.19,10,11,2023,18,28,0.0
M,Fisher,IL,Art therapist,misc_pos,95.58,17,6,2023,4,25,0.0
M,Rochester,NY,Soil scientist,grocery_pos,187.73,12,5,2023,3,57,0.0
M,Fond Du Lac,WI,Acupuncturist,personal_care,124.46,17,2,2024,15,21,0.0
M,Davis City,IA,"Programmer, systems",shopping_pos,3.65,12,8,2023,5,21,0.0
F,Tualatin,OR,Occupational therapist,shopping_pos,53.3,19,8,2023,22,1,0.0
M,Chicago,IL,"Social research officer, government",shopping_pos,33.4,4,8,2023,9,18,0.0
M,Newcastle,OK,IT consultant,grocery_pos,61.07,21,5,2023,2,28,0.0
M,Snoqualmie,WA,Museum/gallery curator,personal_care,7.26,6,2,2024,23,5,0.0
F,Evansville,IN,Quarry manager,travel,49.29,23,2,2024,16,39,0.0
M,Fremont,NE,Commissioning editor,kids_pets,3.28,24,12,2023,17,30,0.0
M,Portland,OR,Merchant navy officer,shopping_net,23.41,26,7,2023,16,56,0.0
F,Bethel,OH,"Teacher, secondary school",health_fitness,3.72,9,11,2023,15,6,0.0
M,Moreno Valley,CA,Paediatric nurse,shopping_pos,44.92,22,8,2023,22,24,0.0
F,Evansville,IN,Quarry manager,personal_care,93.61,13,1,2024,18,3,0.0
F,Ormond Beach,FL,Speech and language therapist,home,6.9,2,12,2023,13,4,0.0
F,Broomfield,CO,Television production assistant,shopping_pos,8.75,18,8,2023,11,22,0.0
M,Milford,MI,Sports coach,shopping_pos,39.47,26,8,2023,18,43,0.0
M,Hot Springs National Park,AR,Video editor,entertainment,4.15,27,9,2023,12,44,0.0
F,New York City,NY,Accounting technician,shopping_pos,7.47,10,8,2023,17,49,0.0
F,Saint Louis,MO,Press sub,home,78.66,17,11,2023,17,4,0.0
M,Perkins,OK,Regulatory affairs officer,misc_pos,32.97,6,7,2023,20,43,0.0
M,Canton,GA,Barista,gas_transport,62.79,18,3,2023,6,57,0.0
M,Rio Rancho,NM,Clothing/textile technologist,shopping_pos,7.85,27,8,2023,19,20,0.0
F,Salt Lake City,UT,"Programme researcher, broadcasting/film/video",food_dining,57.39,3,11,2023,12,56,0.0
F,Calhan,CO,Sports development officer,kids_pets,14.87,14,12,2023,17,11,0.0
F,Danville,VA,Academic librarian,shopping_net,6.06,9,7,2023,21,24,0.0
M,Loveland,CO,Chief Financial Officer,entertainment,6.6,12,9,2023,0,37,0.0
M,Edinburgh,IN,"Scientist, product/process development",gas_transport,112.38,12,3,2023,10,0,0.0
M,Hialeah,FL,Publishing rights manager,health_fitness,6.85,2,12,2023,14,50,0.0
M,Mc Kees Rocks,PA,Paramedic,kids_pets,19.67,17,12,2023,13,3,0.0
M,Holt,MI,Counsellor,gas_transport,86.65,9,4,2023,0,1,0.0
M,Riverside,CA,Architectural technologist,misc_pos,117.18,14,6,2023,3,50,0.0
F,Columbia,MD,Statistician,misc_net,8.32,11,6,2023,18,34,0.0
M,Alexandria,VA,Dentist,home,4.41,10,12,2023,18,27,0.0
F,Seattle,WA,Interior and spatial designer,home,2.16,8,12,2023,20,10,0.0
M,Shelton,CT,"Surveyor, building control",gas_transport,35.28,24,3,2023,7,51,0.0
F,Rochester,NY,Management consultant,gas_transport,8.25,16,4,2023,2,1,0.0
M,Cleveland,OH,Clothing/textile technologist,travel,32.07,2,3,2024,19,42,0.0
F,Schenectady,NY,Professor Emeritus,shopping_pos,2.29,5,8,2023,23,46,0.0
F,Evansville,IN,Quarry manager,personal_care,67.3,28,1,2024,14,29,0.0
F,Sherrard,IL,Medical secretary,kids_pets,42.99,23,12,2023,16,16,0.0
M,Loveland,CO,Chief Financial Officer,shopping_pos,9.17,10,8,2023,7,30,0.0
M,Riverside,CA,Architectural technologist,grocery_net,1.44,21,4,2023,3,1,0.0
M,Yarmouth Port,MA,Electronics engineer,misc_pos,76.0,18,6,2023,3,28,0.0
F,Jacksonville,FL,"Social research officer, government",shopping_pos,148.69,9,8,2023,15,2,0.0
F,Buckeye,AZ,"Engineer, aeronautical",shopping_pos,107.89,23,8,2023,15,16,0.0
F,Tualatin,OR,Occupational therapist,shopping_pos,18.72,23,8,2023,19,42,0.0
M,Seattle,WA,Immigration officer,food_dining,73.86,18,10,2023,15,55,0.0
M,Chickasha,OK,Airline pilot,misc_pos,8.23,1,7,2023,6,42,0.0
M,Seattle,WA,"Therapist, sports",home,836.87,14,12,2023,23,4,0.0
M,New York City,NY,Chartered legal executive (England and Wales),shopping_pos,7.37,24,8,2023,16,9,0.0
F,Peoria,AZ,Historic buildings inspector/conservation officer,travel,2.38,27,2,2024,21,32,0.0
F,Walnut Grove,MN,"Surveyor, insurance",misc_net,47.1,23,6,2023,2,44,0.0
M,Charlotte,NC,"Scientist, clinical (histocompatibility and immunogenetics)",shopping_pos,88.55,25,7,2023,11,59,0.0
M,El Segundo,CA,"Therapist, speech and language",travel,26.21,5,3,2024,14,25,0.0
F,Carson City,NV,Health and safety inspector,kids_pets,42.71,24,12,2023,22,54,0.0
M,Perkins,OK,Regulatory affairs officer,shopping_net,878.85,5,8,2023,17,12,0.0
F,Danville,VA,Academic librarian,home,8.3,5,12,2023,19,4,0.0
F,Sayville,NY,Private music teacher,shopping_net,62.27,28,7,2023,21,8,0.0
F,Longwood,FL,"Engineer, broadcasting (operations)",shopping_pos,7.66,19,8,2023,18,15,0.0
M,Greensboro,NC,Higher education careers adviser,gas_transport,63.84,31,3,2023,11,3,0.0
F,Celina,OH,Audiological scientist,shopping_pos,145.16,18,8,2023,19,5,0.0
M,El Segundo,CA,"Therapist, speech and language",health_fitness,141.37,4,12,2023,12,39,0.0
M,Burlington,WA,Fish farm manager,travel,1.48,1,3,2024,12,55,0.0
F,Thornton,CA,Arts development officer,gas_transport,106.38,3,5,2023,2,17,0.0
F,Riverside,IL,IT sales professional,kids_pets,5.41,24,12,2023,14,36,0.0
M,Fayetteville,AR,"Scientist, marine",entertainment,2.14,12,10,2023,13,8,0.0
F,Mahaffey,PA,Chartered accountant,personal_care,26.27,9,2,2024,12,37,0.0
F,Danville,VA,Academic librarian,entertainment,46.43,29,9,2023,16,3,0.0
F,Springfield,OR,Scientific laboratory technician,gas_transport,6.05,1,4,2023,6,52,0.0
F,New Milford,NJ,"Engineer, agricultural",shopping_pos,14.28,6,8,2023,22,25,0.0
F,Stafford,VA,Careers information officer,travel,49.37,3,3,2024,23,36,0.0
F,Milwaukee,WI,Senior tax professional/tax inspector,entertainment,194.06,18,9,2023,1,39,0.0
F,San Marcos,CA,Occupational psychologist,food_dining,25.99,1,10,2023,9,16,0.0
M,Burlington,WA,Fish farm manager,gas_transport,51.93,22,4,2023,2,10,0.0
F,Danville,VA,Academic librarian,kids_pets,25.54,27,12,2023,22,50,0.0
F,Jackson,LA,Recycling officer,shopping_pos,12.4,23,8,2023,17,47,0.0
F,Champaign,IL,Publishing copy,misc_pos,201.11,16,6,2023,5,59,0.0
F,Burbank,CA,Event organiser,gas_transport,16.93,12,3,2023,3,25,0.0
M,York,PA,Radio broadcast assistant,misc_pos,5.25,14,7,2023,18,35,0.0
F,Stafford,VA,Careers information officer,kids_pets,2.9,24,12,2023,20,35,0.0
M,Brooklyn,NY,International aid/development worker,misc_pos,101.53,23,6,2023,10,39,0.0
F,Broomfield,CO,Television production assistant,home,9.09,4,12,2023,15,5,0.0
M,Levelland,TX,Firefighter,grocery_pos,61.52,30,5,2023,5,33,0.0
F,New York City,NY,Accounting technician,home,15.56,12,12,2023,23,18,0.0
M,Hialeah,FL,Publishing rights manager,grocery_pos,58.43,29,5,2023,11,58,0.0
F,Miami,FL,Early years teacher,personal_care,65.51,25,2,2024,17,44,0.0
F,Lake Wales,FL,Community arts worker,kids_pets,2.28,13,12,2023,19,41,0.0
F,Bethel,OH,"Teacher, secondary school",shopping_pos,39.28,13,8,2023,18,27,0.0
F,New York City,NY,Accounting technician,shopping_net,27.33,26,7,2023,12,37,0.0
M,Charlottesville,VA,"Therapist, speech and language",home,96.14,27,11,2023,23,55,0.0
F,Sherrard,IL,Medical secretary,food_dining,1.63,13,11,2023,12,53,0.0
F,Miami,FL,"Copywriter, advertising",health_fitness,117.96,4,11,2023,23,46,0.0
F,Circle Pines,MN,"Programmer, systems",gas_transport,7.02,2,4,2023,6,25,0.0
F,Boise,ID,Banker,gas_transport,70.67,12,4,2023,8,12,0.0
M,Murrieta,CA,Counselling psychologist,kids_pets,21.08,30,12,2023,22,25,0.0
M,Burlington,WA,Fish farm manager,home,2.61,12,12,2023,17,43,0.0
M,Levelland,TX,Firefighter,grocery_net,1.19,3,5,2023,0,25,0.0
M,Newhall,CA,"Scientist, research (physical sciences)",gas_transport,74.71,22,3,2023,7,34,0.0
M,Chicago,IL,"Social research officer, government",shopping_net,1.1,14,7,2023,0,41,0.0
F,Anchorage,AK,"Engineer, broadcasting (operations)",kids_pets,88.51,26,12,2023,16,32,0.0
F,Miami,FL,"Copywriter, advertising",health_fitness,13.99,10,11,2023,22,59,0.0
M,San Jose,CA,Intelligence analyst,personal_care,3.25,9,2,2024,23,3,0.0
M,Riverside,CA,Architectural technologist,shopping_pos,10.18,7,8,2023,6,39,0.0
F,New York City,NY,Accounting technician,grocery_pos,192.93,3,5,2023,10,24,0.0
F,Lake Wales,FL,Community arts worker,shopping_net,58.16,8,7,2023,2,51,0.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,grocery_pos,51.65,25,5,2023,11,31,0.0
F,Celina,OH,Audiological scientist,kids_pets,9.74,22,12,2023,20,7,0.0
F,Sayville,NY,Private music teacher,grocery_pos,7.43,21,4,2023,9,24,0.0
F,Dansville,NY,Patent attorney,misc_pos,99.03,21,6,2023,10,8,0.0
M,Lancaster,CA,Water quality scientist,entertainment,11.22,26,9,2023,14,22,0.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,grocery_pos,43.49,21,5,2023,4,47,0.0
F,Sayville,NY,Private music teacher,shopping_pos,73.72,25,8,2023,12,35,0.0
F,Mahaffey,PA,Chartered accountant,travel,85.66,8,3,2024,17,53,0.0
M,Island Park,NY,Radiation protection practitioner,shopping_pos,61.6,3,9,2023,20,4,0.0
M,Biloxi,MS,Horticultural therapist,travel,656.5,1,3,2024,15,48,0.0
M,Allison Park,PA,Software engineer,kids_pets,48.46,13,1,2024,19,39,0.0
M,Union City,IN,Agricultural engineer,kids_pets,4.11,24,12,2023,23,16,0.0
F,Sayville,NY,Private music teacher,grocery_net,25.03,21,3,2023,5,1,0.0
F,District Heights,MD,Midwife,food_dining,281.07,31,10,2023,12,43,0.0
M,Seattle,WA,Immigration officer,grocery_pos,71.33,3,6,2023,11,57,0.0
M,Riverside,CA,Architectural technologist,personal_care,85.88,16,2,2024,22,1,0.0
M,New York City,NY,Chartered legal executive (England and Wales),home,38.42,20,12,2023,20,55,0.0
F,New Milford,NJ,"Engineer, agricultural",shopping_net,3.33,20,7,2023,15,4,0.0
F,Jackson,LA,Recycling officer,health_fitness,3.78,21,11,2023,18,55,0.0
F,Seattle,WA,Interior and spatial designer,kids_pets,17.58,5,1,2024,15,22,0.0
M,Perkins,OK,Regulatory affairs officer,health_fitness,60.41,26,11,2023,13,49,0.0
F,Reno,NV,Best boy,home,30.16,10,12,2023,13,3,0.0
F,Seattle,WA,Interior and spatial designer,grocery_net,213.27,26,3,2023,10,6,0.0
M,Murrieta,CA,Counselling psychologist,gas_transport,79.64,24,3,2023,5,50,0.0
M,Davis City,IA,"Programmer, systems",home,34.59,2,12,2023,14,48,0.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,entertainment,31.62,17,9,2023,23,42,0.0
F,Bethel,OH,"Teacher, secondary school",health_fitness,13.09,24,11,2023,15,43,0.0
M,Chicago,IL,"Social research officer, government",food_dining,77.43,17,10,2023,17,39,0.0
F,Birdseye,IN,Chartered accountant,grocery_pos,106.06,11,6,2023,10,52,0.0
F,San Marcos,CA,Occupational psychologist,kids_pets,73.69,17,12,2023,16,19,0.0
M,Hot Springs National Park,AR,Video editor,shopping_pos,1.36,25,8,2023,12,14,0.0
M,Mesquite,TX,"Engineer, water",personal_care,46.78,31,1,2024,12,14,0.0
M,Newcastle,OK,IT consultant,grocery_pos,38.6,20,5,2023,8,21,0.0
M,Hazleton,IA,Emergency planning/management officer,misc_net,129.89,21,6,2023,3,21,0.0
M,Spring City,TN,"Designer, multimedia",grocery_net,39.12,13,5,2023,3,5,0.0
M,San Jose,CA,Intelligence analyst,health_fitness,1.99,3,12,2023,18,25,0.0
M,New York City,NY,Chartered legal executive (England and Wales),grocery_pos,27.0,8,6,2023,7,25,0.0
M,Portage,MI,Research scientist (maths),home,2.33,4,12,2023,19,57,0.0
F,Columbia,MD,Statistician,misc_net,6.37,15,6,2023,12,4,0.0
F,Gallatin,TN,"Accountant, chartered certified",personal_care,107.37,23,2,2024,17,39,0.0
M,Murrieta,CA,Counselling psychologist,food_dining,8.85,7,11,2023,14,14,0.0
F,Seattle,WA,Interior and spatial designer,grocery_pos,214.56,24,4,2023,10,6,0.0
M,Riverside,CA,Architectural technologist,home,113.52,18,11,2023,13,11,0.0
F,Stafford,VA,Careers information officer,shopping_pos,26.75,12,8,2023,13,11,0.0
M,Koosharem,UT,"Surveyor, land/geomatics",shopping_pos,43.41,29,8,2023,10,52,0.0
M,El Segundo,CA,"Therapist, speech and language",food_dining,31.7,9,11,2023,18,18,0.0
F,Miami,FL,Plant breeder/geneticist,kids_pets,113.66,22,12,2023,19,32,0.0
F,San Marcos,CA,Occupational psychologist,home,83.6,9,12,2023,12,56,0.0
M,Riverside,CA,Architectural technologist,entertainment,61.69,12,9,2023,9,4,0.0
F,Bronx,NY,Fisheries officer,grocery_pos,47.44,22,5,2023,7,26,0.0
M,Hialeah,FL,Publishing rights manager,shopping_net,8.15,29,7,2023,16,41,0.0
M,Alexandria,VA,Dentist,home,7.03,10,12,2023,22,57,0.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",personal_care,9.0,21,2,2024,18,25,0.0
M,Alexandria,VA,Dentist,kids_pets,17.23,29,12,2023,23,11,0.0
M,Alexandria,VA,Dentist,home,2.52,15,12,2023,14,52,0.0
M,Moreno Valley,CA,Paediatric nurse,entertainment,27.42,10,10,2023,23,36,0.0
M,Holt,MI,Counsellor,misc_net,87.35,17,6,2023,9,10,0.0
M,Belle Vernon,PA,Solicitor,grocery_pos,88.03,19,5,2023,2,48,0.0
F,Sandyville,WV,Retail buyer,entertainment,8.04,1,9,2023,9,37,0.0
F,Palm Coast,FL,Learning disability nurse,gas_transport,86.05,17,3,2023,8,46,0.0
M,New York City,NY,Chartered legal executive (England and Wales),gas_transport,36.86,18,3,2023,2,19,0.0
F,Danville,VA,Academic librarian,grocery_pos,167.05,13,5,2023,2,32,0.0
F,New York City,NY,Accounting technician,gas_transport,209.38,19,3,2023,3,41,0.0
F,Milwaukee,WI,Senior tax professional/tax inspector,health_fitness,4.93,29,10,2023,19,39,0.0
F,Springfield,OR,Scientific laboratory technician,entertainment,60.15,30,8,2023,2,20,0.0
M,Moreno Valley,CA,Paediatric nurse,shopping_pos,24.15,10,9,2023,21,41,0.0
M,Burlington,WA,Fish farm manager,gas_transport,49.85,9,3,2023,0,43,0.0
M,Hot Springs National Park,AR,Video editor,gas_transport,66.96,11,4,2023,10,58,0.0
F,Gallatin,TN,"Accountant, chartered certified",grocery_pos,9.83,28,4,2023,4,21,0.0
M,Spring City,TN,"Designer, multimedia",gas_transport,32.15,18,3,2023,5,1,0.0
F,Chula Vista,CA,Call centre manager,grocery_pos,59.26,23,5,2023,1,21,0.0
F,Sayville,NY,Private music teacher,shopping_pos,5.81,17,8,2023,14,50,0.0
F,Seattle,WA,Interior and spatial designer,shopping_pos,96.41,27,8,2023,20,20,0.0
M,Union City,IN,Agricultural engineer,misc_pos,124.32,24,6,2023,5,1,0.0
F,Columbia,MD,Statistician,entertainment,7.06,8,10,2023,16,27,0.0
F,Saint Louis,MO,Lawyer,shopping_pos,92.35,5,8,2023,7,8,0.0
M,Newcastle,OK,IT consultant,gas_transport,89.26,10,4,2023,3,28,0.0
M,Newbury,OH,Podiatrist,kids_pets,16.71,4,1,2024,16,47,0.0
M,Yarmouth Port,MA,Electronics engineer,kids_pets,67.24,15,12,2023,14,47,0.0
F,Ormond Beach,FL,Speech and language therapist,shopping_net,3.82,12,7,2023,10,57,0.0
M,Fayetteville,AR,"Scientist, marine",gas_transport,48.85,26,3,2023,8,38,0.0
M,Hialeah,FL,Publishing rights manager,shopping_net,7.02,31,7,2023,15,17,0.0
F,Schenectady,NY,Professor Emeritus,kids_pets,264.12,3,1,2024,17,32,0.0
F,Champaign,IL,Publishing copy,misc_net,207.36,7,6,2023,7,57,0.0
F,Buckeye,AZ,"Engineer, aeronautical",home,4.0,3,12,2023,12,47,0.0
M,Jackson,MI,"Designer, furniture",personal_care,74.6,17,2,2024,16,26,0.0
F,Miami,FL,Early years teacher,kids_pets,404.76,13,1,2024,12,15,0.0
F,Nashville,TN,"Buyer, retail",shopping_net,4.85,15,7,2023,8,42,0.0
M,Seattle,WA,Immigration officer,shopping_net,27.32,24,7,2023,14,45,0.0
M,Island Park,NY,Radiation protection practitioner,personal_care,1.72,4,2,2024,12,35,0.0
F,Buckeye,AZ,"Engineer, aeronautical",misc_net,64.15,2,6,2023,11,4,0.0
M,Edinburgh,IN,"Scientist, product/process development",misc_pos,3.24,13,6,2023,6,55,0.0
F,Seabrook,TX,Broadcast journalist,food_dining,9.78,22,10,2023,21,53,0.0
F,Boston,MA,"Engineer, manufacturing systems",grocery_net,92.32,22,4,2023,2,5,0.0
M,Leesburg,GA,Dancer,home,98.51,10,12,2023,16,37,0.0
F,Salt Lake City,UT,"Programme researcher, broadcasting/film/video",home,100.44,9,12,2023,14,3,0.0
M,Charlottesville,VA,"Therapist, speech and language",home,39.39,10,12,2023,21,41,0.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,shopping_net,11.3,1,8,2023,17,45,0.0
F,District Heights,MD,Midwife,gas_transport,50.53,25,4,2023,9,44,0.0
F,Anchorage,AK,"Engineer, broadcasting (operations)",personal_care,60.62,17,2,2024,21,38,0.0
F,Calhan,CO,Sports development officer,home,63.03,1,12,2023,18,20,0.0
M,Peoria,IL,"Accountant, chartered",shopping_pos,117.75,14,9,2023,22,41,0.0
F,Schenectady,NY,Professor Emeritus,grocery_net,61.13,24,3,2023,2,39,0.0
F,Dansville,NY,Patent attorney,shopping_pos,1.03,29,7,2023,0,45,0.0
M,Spring City,TN,"Designer, multimedia",grocery_net,45.55,14,5,2023,1,22,0.0
M,Charlotte,NC,"Scientist, clinical (histocompatibility and immunogenetics)",personal_care,9.19,6,2,2024,12,42,0.0
F,Ontario,CA,"Nurse, mental health",shopping_net,74.31,9,7,2023,3,17,0.0
F,Tiffin,OH,Architect,health_fitness,30.58,5,11,2023,19,51,0.0
F,Sayville,NY,Private music teacher,grocery_net,35.73,22,3,2023,9,7,0.0
M,Allison Park,PA,Software engineer,food_dining,3.27,6,11,2023,21,57,0.0
F,Clear Lake,MN,"Engineer, electronics",gas_transport,70.99,25,3,2023,8,10,0.0
F,Sherrard,IL,Medical secretary,entertainment,4.83,10,10,2023,16,13,0.0
F,Thornton,CA,Arts development officer,personal_care,653.32,19,1,2024,16,43,0.0
M,Charlottesville,VA,"Therapist, speech and language",personal_care,44.19,18,1,2024,21,16,0.0
F,San Marcos,CA,Occupational psychologist,food_dining,24.82,23,10,2023,16,4,0.0
F,Burbank,CA,Event organiser,food_dining,45.02,3,11,2023,19,48,0.0
F,Greendale,WI,Tax inspector,shopping_net,88.36,28,7,2023,18,11,0.0
F,Seattle,WA,Interior and spatial designer,shopping_net,79.35,17,7,2023,22,50,0.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,misc_pos,2.55,14,7,2023,12,32,0.0
F,Miami,FL,Early years teacher,misc_net,81.45,3,6,2023,4,29,0.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,shopping_pos,8.08,11,9,2023,13,3,0.0
M,Milwaukee,WI,Chiropodist,shopping_pos,5.75,14,9,2023,17,30,0.0
M,Fayetteville,AR,"Scientist, marine",entertainment,4.33,23,9,2023,21,42,0.0
M,Greensboro,NC,Higher education careers adviser,home,4.11,7,12,2023,14,17,0.0
F,Lake Wales,FL,Community arts worker,health_fitness,127.62,31,10,2023,17,57,0.0
M,Louisville,KY,Adult nurse,home,24.84,10,12,2023,21,21,0.0
M,Yarmouth Port,MA,Electronics engineer,shopping_net,6.86,8,7,2023,3,4,0.0
M,Fort Cobb,OK,Insurance risk surveyor,home,75.14,27,11,2023,16,43,0.0
M,Fayetteville,AR,"Scientist, marine",food_dining,4.86,21,10,2023,16,37,0.0
F,Bethel,OH,"Teacher, secondary school",misc_net,5.61,7,6,2023,2,7,0.0
M,Shelton,CT,"Surveyor, building control",shopping_pos,18.61,31,8,2023,14,6,0.0
F,Bethel,OH,"Teacher, secondary school",personal_care,266.05,18,1,2024,23,15,0.0
F,Mcminnville,OR,"Engineer, civil (contracting)",shopping_pos,4.27,7,8,2023,9,4,0.0
M,Biloxi,MS,Horticultural therapist,misc_pos,577.37,19,7,2023,16,23,0.0
M,Rochester,NY,Soil scientist,home,5.94,3,12,2023,13,11,0.0
F,Montgomery,IL,Commercial art gallery manager,grocery_pos,62.25,7,5,2023,10,23,0.0
F,Ormond Beach,FL,Speech and language therapist,entertainment,34.27,12,9,2023,1,11,0.0
M,Milwaukee,WI,Chiropodist,shopping_pos,31.07,26,8,2023,13,19,0.0
F,El Cajon,CA,Bonds trader,kids_pets,62.23,5,1,2024,23,55,0.0
M,Hot Springs National Park,AR,Video editor,travel,1.87,3,3,2024,22,57,0.0
F,Tiffin,OH,Architect,gas_transport,71.3,23,3,2023,0,26,0.0
M,York,PA,Radio broadcast assistant,food_dining,1.8,5,11,2023,21,43,0.0
F,Sherrard,IL,Medical secretary,grocery_pos,93.94,22,5,2023,11,7,0.0
F,Ormond Beach,FL,Speech and language therapist,entertainment,1.68,22,9,2023,5,3,0.0
F,Sherrard,IL,Medical secretary,gas_transport,34.59,7,4,2023,6,37,0.0
F,Carson City,NV,Health and safety inspector,grocery_pos,7.13,27,5,2023,6,26,0.0
F,Calhan,CO,Sports development officer,food_dining,80.24,1,10,2023,6,55,0.0
M,El Segundo,CA,"Therapist, speech and language",entertainment,32.69,9,10,2023,20,23,0.0
F,Gallatin,TN,"Accountant, chartered certified",grocery_net,183.42,10,4,2023,10,0,0.0
M,Burlington,WA,Fish farm manager,entertainment,3.56,17,10,2023,23,46,0.0
M,Hialeah,FL,Publishing rights manager,health_fitness,148.55,25,11,2023,23,24,0.0
M,Milwaukee,WI,Chiropodist,kids_pets,6.85,27,1,2024,19,52,0.0
M,Shreveport,LA,"Therapist, horticultural",kids_pets,151.25,2,1,2024,23,45,0.0
F,New York City,NY,Accounting technician,kids_pets,42.13,27,12,2023,16,53,0.0
M,Mesquite,TX,"Engineer, water",personal_care,22.45,2,2,2024,19,42,0.0
F,Saint Louis,MO,Press sub,personal_care,8.6,14,2,2024,20,19,0.0
M,Newbury,OH,Podiatrist,entertainment,76.43,26,8,2023,5,30,0.0
M,Leesburg,GA,Dancer,misc_net,5.95,10,6,2023,6,53,0.0
F,Sherrard,IL,Medical secretary,shopping_pos,3.38,7,9,2023,16,37,0.0
M,Leesburg,GA,Dancer,personal_care,16.81,7,2,2024,16,14,0.0
M,Houston,TX,Health and safety inspector,entertainment,6.82,17,9,2023,15,3,0.0
F,Springfield,OR,Scientific laboratory technician,shopping_pos,312.57,24,7,2023,2,2,0.0
M,Murrieta,CA,Counselling psychologist,home,1.63,18,12,2023,17,33,0.0
F,Tiffin,OH,Architect,grocery_pos,67.66,11,5,2023,10,28,0.0
M,Milford,MI,Sports coach,grocery_pos,37.51,9,6,2023,6,37,0.0
M,New York City,NY,Chartered legal executive (England and Wales),home,539.35,17,12,2023,19,52,0.0
